App Number,Tax Professional,Address,"City, State, Zip",Contact,Phone,Email,General Contractor,Address,"City, State, Zip",Contact,Phone,Email,Energy_Consultant,Address,"City, State, Zip",Contact,Phone,Email,Investor,Address,"City, State, Zip",Contact,Phone,Email,Analyst,Address,"City, State, Zip",Contact,Phone,Email,Appraiser,Address,"City, State, Zip",Contact,Phone,Email,Consultant,Address,"City, State, Zip",Contact,Phone,Email
CA-24-445,Wagner Kirkman Blaine Klomparens & Youmans LLP,11810640 Mather Blvd. Suite 200,"Mather, CA 95655",Robin Klomparens,(916) 920-5286,rklomparens@wkblaw.com,Swank Construction Inc.,222 Bella Vista Rd.,"Vacaville, Ca 95687",Jack Swank,707 446 8808,jack@swankconstructioninc.com,,,,,,,CREA,12396 Wold Trade Dr Suite 307,"San Diego, CA 9218",Matt Marienthal,(858)386-5198,mmarienthal@creallc.com,Novogradac,"6700 Antioch Road, Suite 450","Merriam, Kansas, 66204",Rebecca Arthur,913-312-4615,rebecca.arthur@novoco.com,Garland & Salmon,2333 Courage Dr. Suite H-2,"Fairfield, Ca  94533",Ron Garland  & Steve Salmon,707 429 8660,ssalmonappraiser@gmail.com,,,,,,
CA-24-446,Gubb & Barshay LLP,"235 Montgomery Street, Suite 1110","San Francisco, CA, 94104",Henry Loh,415-354-3618,hloh@gubbandbarshay.com,"J.H.Fitzmaurice, Inc.",2857 Hannah Street,"Oakland, CA, 94608",Mohammad Hakimi,510-444-7561,mh@jhfoak.com,"Sage Green Development, LLC",2478 Martin Luther King Jr. Way,"Berkeley, CA, 94704",Lisa Marshall,510-644-9894,lisa@sagegreen.us,TBD,,,,,,Kinetic Valuation Group,"3901 S 147th Street, Suite 144","Omaha, NE, 68144",Jay Wortmann,402-202-0771,jay@kvgteam.com,Real Estate Valuation Services,840 Olive Avenue #3,South San Francisco,Joe Napoliello,415-309-6728,joe@jnval.com,N/A,,,,,
CA-24-447,Gubb & Barshay LLP,235 Montgomery St #1110,"San Francisco, CA, 94104",Nicole Kline,415-781-6600,nkline@gubbandbarshay.com,"MFIB CA, LLC dba ICON National","15721 N. Greenway Hayden lp, Ste200","Scottsdale, AZ, 85260",Justin Krueger,480-368-8500,trichardson@iconnational.com,So Cal HERS Rater,555 Saturn Blvd #B265 ,"San Diego, CA, 92154",Kevin Rasmussen,619-25-7982,KvnRas@gmail.com,,,,,,,Laurin Associates,1501 Sports Drive,"Sacramento, CA 95834",Stefanie Willams,916-372-6100,swilliams@laurinassociates.com,James G. Palmer Appraisals Inc,5850 E. Shields Ave #105,"Fresno, CA, 93727",Gregg Palmer,599-226-5020,gregg@jgpinc.com,"Lane Consulting Services, LLC",4136 Del Rey Avenue,"Marina Del Ray, CA, 90292",Rod Lane,310-823-7613,rlane@laneconsultingservices.com
CA-24-448,Novogradac & Company LLP,PO Box 7833,"San Francisco, CA 94120-7833",Melissa Chung,415-356-7906,melissa.chung@novoco.com,Ravello West Construction,2007 Cedar Avenue,"Manhattan Beach, CA 90266",Phil Ram,310-979-3210,pram@ravelloholdings.com,,,,,,,WNC,17782 Sky Park Circle,"Irvine, California 92614-6404",Jesscia Captanis,949-439-2616,Jcaptanis@wncinc.com,Novogradac & Company LLP,"6700 Antioch Road, Suite 450","Merriam, KS 66204",Rebecca Arthur,913-677-4600,rebecca.arthur@novoco.com,,,,,,,,,,,,
CA-24-449,Schwartz Giannini Lantsberger,3461 Brookside Rd. #E,"Stockton, CA 95219",Phil Lantsberger,209-474-1084,phil@sglacpas.com,Sisler and Sisler,2930 Ramona Ave #600,"Sacramento, CA 95826",Trey Sisler,916-852-6488,tsisler@sislerandsisler.com,E-3,2701 Cottage Way #3,"Sacramento, CA 95825",Micaela McGrainer,916-518-0650,mmccraner@e3cainc.com,TBD,,,,,,Raney Planning,1501 Sports Dr. #A,"Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,"Brian Rapela, MAI",500 Ygnacio Valley Rd #280,"Walnut Creek, CA 94596",Ellen Bautista,925-482-1381,brapela@josephjblake.com,N/A,,,,,
CA-24-450,Gubb and Barshay,"235 Montgomery Street, Suite 1110","San Francisco, CA94104",Evan Gross,4157816600,egross@gubbandbarshay.com,Allgire General Contractors,3278 Grey Hawk Court,"Carlsbad, CA 92010",Scott Silber,760-477-8455,ssilber@allgire.com,Beyond Efficiency,PO Box 9279,"Jackson, WY 83002",Jennifer Love,4152361333,jen@beyondefficiency.us,TBD,,,,,,Kinetic Valuation Group,PO Box 68,"Corona Del Mar, CA 92625",Jay Wortman,4022020771,jay@kvgteam.com,Kinetic Valuation Group,PO Box 68,"Corona del Mar, CA 92625",Jay Wortman,4022020771,jay@kvgteam.com,NA,,,,,
CA-24-451,,,,,,,,,,,,,Green Dinosaur,"8695 Washington Blvd., Ste. 205","Culver City, CA 95834",Shane Hansen,213-455-3311,shansen@greendinosaur.org,,,,,,,Laurin Associates,"1501 Sports Drive, Ste. A","Sacramento, CA 95834",Stefanie Williams,(916) 372-6100,swilliams@laurinassociates.com,Bluewater Appraisal Services,7216 Manzanita St.,"Carlsbad, CA 92011",Shawn Horn,(760) 583-0832,shawn@bluewaterappraisals.com,,,,,,
CA-24-452,,,,,,,,,,,,,Green Dinosaur,8695 Washington Blvd. Suite 205,"Culver City, Ca, 90232",Shane Hansen,213-455-331,shansen@greendinosaur.org,,,,,,,Laurin Accociates,"1501 Sports Drive, Suite A","Sacramento, Ca 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,Bluewater Appraisal Services,7216 Manzanita Street,"Carlsbad, Ca 92011",Shawn Horn,760-583-0832,shawn@bluewaterappraisals.com,,,,,,
CA-24-453,Goldfarb & Limpan,1300 Clay Street 11th Floor,"Oakland, CA 94612",Margaret Jung,510-836-6336,mjung@goldfarblipman.com,Wallace & Smith ,3325 Landco Dr,"Bakersfield, CA 93308",Mike Hunter,661-327-1436,Mhunter@wallacesmith.com,N/A,,,,,,To Be Determined,,,,,,"Kinetic Valuation Group, Inc.","11060 Oak Street, Suite 6","Omaha, NE 68144",Jay Wortmann,402-202-0774,Jay@kvgteam.com,Merriman Hurst & Assoc,140 S. Motclair St. Suite C,"Bakersfield, CA 93309","David E. Hurst, MAI",661-832-0322,davehurstjr@hotmail.com,N/A,,,,,
CA-24-454,"Baker Tilly US, LLP","18500 Von Karman Ave., Floor 10","Irvine, CA 92612",Aiko Durant,9492222999,aiko.durant@bakertilly.com,TBD,,,,,,,,,,,,"CREA, LLC",12396 World Trade Dr Suite 307,"San Diego, CA 92128",Matt Marienthal,8583865198,mmarienthal@creallc.com,Novogradac,"6700 Antioch Rd, Suite 450","Merriam, KS 66204",Rebecca Arthur,9133124615,Rebecca.Arthur@novoco.com,Novogradac,"6700 Antioch Rd, Suite 450","Merriam, KS 66204",Rebecca Arthur,9133124615,Rebecca.Arthur@novoco.com,,,,,,
CA-24-455,,,,,,,"HUFF CONSTRUCTION COMPANY, INC.",4917 Stoddard Road ,Modesto CA 95356,Bob Ott,2065457505,bobott@huffcon.com,"Managing Principal, Redwood Energy","1887 Q Street,"," Arcata, CA 95521 ",Sean Armstrong,7072347573,admin@redwiidenergy.net,CREA,12396 World Trade Dr Suite 307,San Diego Ca 92128,Matt Marienthal,8583865198,mmarienthal@creallc.com,BBG,1708 Q Street,Sacramento CA 95811,"Blake Lindsay, MAI",9169497370,blindsay@bbgres.com,BBG,1708 Q Street,Sacramento CA 95811,"Blake Lindsay, MAI",9169497370,blindsay@bbgres.com,,,,,,
CA-24-456,"Grigg, Bratton & Brash, P.C.","4487 N. Dresden Place, Ste. 101","Boise, ID 83714",Marshall Bratton,208.375.6490,marshall@gbbaccounting.com,"Sinanian Development, Inc.","18980 Ventura Blvd., Ste. 200","Tarzana, CA 91356",Serge Sinanian,818.996.9666,serge@sinanian.com,"E3 CA, Inc.","2701 Cottage Way, Suite 3","Sacramento, CA 95825",Mark Silva,916.382.7862,msilva@e3cainc.com,Boston Financial,"101 Arch Street, 13th Floor","Boston, MA 02110",Laura Surdel,617.439.3911,laura.surdel@bfim.com,Kinetic Valuation Group,"3901 S 147th Street, Suite 144","Omaha, NE 68144",Jay Wortmann,402.202.0771,jay@kvgteam.com,Not Applicable,,,,,,Not Applicable,,,,,
CA-24-457,Not Applicable,,,,,,"USA Construction Management, Inc.","3200 Douglas Blvd., Suite 200","Roseville, CA  95661",Antonio Piscitello,9167243856,tpiscitello@usapropfund.com,Redwood Energy,"1887 Q Street, ","Arcata, CA 95521",Sean Armstrong,7072347573,seanarmstrongpm@gmail.com,WNC,17782 Sky Park Circle,"Irvine, CA  92614-6404",Jessica Captanis,9494392616,jcaptanis@wncinc.com,Kinetic Valuation Group,"11060 Oak Street, Suite 6","Omaha, NE  68144",jay@kvgteam.com,4022020771,jay@kvgteam.com,Not Applicable,,,,,,Not Applicable,,,,,
CA-24-458,Novogradac & Company LLP,PO Box 7833,"San Francisco, CA 94120-7833",Melissa Chung,415-356-7906,melissa.chung@novoco.com,Swenson,"777 N. First Street, 5th Floor","San Jose, CA 95112",John Cantlen,408-287-0246,jcantlen@swenson.com,,,,,,,CREA,12396 World Trade Dr. Suite 307,"San Diego, CA 92128",Richard Shea,858-386-5199,rshea@creallc.com,Kinetic Valuation Group,"3901 S. 147th St, Suite 144","Omaha, NE 92625",Jay Wortmann,402-202-0771,Jay@kvgteam.com,Kinetic Valuation Group,"3901 S. 147th St, Suite 144","Omaha, NE 92625",Jay Wortmann,402-202-0771,Jay@kvgteam.com,,,,,,
CA-24-459,"GYL, LLP","4120 Concours, Suite 100","Ontario, CA 91764",Joseph Romero,909-948-9990,Joe@gylcpa.com,TBD,,,,,,,,,,,,TBD,,,,,,Kinetic Valuation Group,"3901 S 147th Street, Suite 144","Omaha, NE 68144",Jay Wortmann,402.202.0771,jay@kvgteam.com,The Appraisal Office ,27255 Messina St,"Highland, CA 92346",John J. Nagy,909.882.0239,jnappraisal@gmail.com,,,,,,
CA-24-460,Leaf and Cole,"2810 Camino Del Rio South, #200","San Diego, CA  92108",Michael J. Zizzi,(619) 294-7200,mjzizzi@leaf-cole.com,Sun Country Builders,"3156 Lionshead Ave., Ste. 2","Carlsbad, CA  92010",John Ahlswede,(760) 630-8042,jahlswede@suncountrybuilders.net,So Cal HERS Raters,"555 Saturn Blvd., # 265","San Diego, CA  92154",Kevin Rasmussen,(619) 251-7982,KvnRas@gmail.com,Redstone Equity Partners,"1902 Wright Place, 2nd Floor","Carlsbad, CA  92008",Matt Grosz,858-752-2066,matt.grosz@rsequity.com,Morey Valuation Group LLC,"855 South Main Ave., Suite K","Fallbrook, CA  92028","Scott Morey, MAI",760-645-3136,scott@moreyvaluation.com,Morey Valuation Group LLC,"855 S. Main Ave., Ste. K, #227",Fallbrook CA 92028,Scott Morey,760-645-3136,scott@moreyvaluation.com,N/A,,,,,
CA-24-461,,,,,,,Icon National,"15721 N Greenway Hayden Loop suite 200, ","Scottsdale, AZ 85260",Kyle Berger,480-698-4585,kberger@iconnational.com ,Partner Energy,"100 West Walnut Street Suite 600,","Pasadena, CA, USA",Misty Ponce,818-377-1203,mponce@partneresi.com,R4 Capital,"895 Dove Street, Suite 450","Newport Beach, CA 92660",Cory Bannister,949-438-1056,cbannister@r4cap.com,Colliers Internantional,"9820 Willow Creek Road, Suite 300","San Diego, CA 92131",Sonny Harris,858-860-3848,sonny.harris@colliers.com,Colliers Internantional,"4350 La Jolla Village Drive, Suite 500","San Diego, CA 92122",John Vo,858-224-9007,john.vo@colliers.com,"Partner Engineering and Science, Inc.",11750 Sorrento Valley Rd Suite 140,"San Diego, CA 92121",Misty Ponce,818-377-1203,mponce@partneresi.com
CA-24-462,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,C&S Companies,"2355 Northside Drive, Suite 350","San Diego, CA 92108",Cory Hazlewood,6192969373,chazlewood@cscos.com,,,,,,,Richman Group,"707 Southwest Washington St, Suite 1510","Portland, OR 97205",Terry Gentry,800.425.9503,GentryT@richmancapital.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-463,Gubb & Barshay LLP,235 Montgomery Street. Ste 1100,"San Francisco, CA",Evan Gross,415-781-6600,egross@gubbandbarshay.com,Cahill Contractors LLC,"425 California Street, Ste. 2200","San Francisco, CA 94104",Casey Kasten,415-497-5484,ckasten@cahill-sf.com,Bright Green Strategies,820 Delaware Street ,"Berkeley, CA 94710",Sharon Block,510-863-1109,sharon@brightgreenstrategies.com,TBD,,,,,,The Concord Group,"251 Kearny Street, 6th Floor","San Francisco, CA 94108",Tim Cornwell,415-397-5490,tmc@theconcordgroup.com,Valbridge Property Advisors ,"3160 Crow Canyon Place, Ste. 245","San Ramon, CA 94583",Garrett Warren,925-327-1660,gwarren@valbridge.com,N/A,,,,,
CA-24-464,Elkins Kalt Weintraub Reuben Gartside LLP,10345 W. Olympic Boulevard,"Los Angeles, CA 90064",Frederick W. Gartside,3107464405,fgartside@elkinskalt.com,C&S Companies,"2355 Northside Drive, Suite 350","San Diego, CA 92108",Cory Hazlewood,6192969373,chazlewood@cscos.com,,,,,,,Richman Group,"707 Southwest Washington St, Suite 1510","Portland, OR 97205",Terry Gentry,800.425.9503					,GentryT@richmancapital.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-465,Goldfarb & Lipman LLP,1300 Clay Street,"Oakland, CA, 94612",Amy DeVaudreuil,(510) 836-6336,adevaudreuil@goldfarblipman.com,Westport Inc.,125 West Maple Ave,"Monrovia, CA, 91016",Robert Dauth,(626) 447-2448,rdauth@westport-inc.com,Partner Energy,2154 Torrance Blvd,"Torrance, CA, 90501",Malak Fardoun,(310) 220-6269,mfardoun@ptrenergy.com,U.S. Bancorp Impact Finance,"800 Nicollet Mall, Third Floor","Minneapolis, MN, 55402",Miranda Walker,(612) 391-5380,miranda.walker@usbank.com,Novogradac,"4416 East West Highway, Suite 200","Bethesda, Maryland, 20814",Abby Cohen,(240) 235-1701,abby.cohen@novoco.com,"Gribin, Kapadia & Associates","22551 Ventura Boulevard, Suite 201","Woodland Hills, California, 91364",Vince M. Kapadia,(818) 225-0097,vince.kapadia@gmail.com,N/A,N/A,N/A,N/A,N/A,N/A
CA-24-466,Novogradac & Company LLP,,,Natalie Chavez,562-256-2329,natalie.chavez@novoco.com,TBD,,,,,,Partner Energy,2154 Torrance Blvd.,"Torrance, CA 90501",Greg Switzer,310-220-6199,gswitzer@ptrenergy.com,TBD,,,,,,Raney Planning & Management,"1501 Sports Drive, Suite A","Sacramento, CA 95384",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,The Bronstein Company,"5200 Kanan Road, Suite 226","Agoura Hills, CA 91301",Cary Bronstein,818-601-0776,cary@tbcappraisal.com,N/A,,,,,
CA-24-467,Goldfarb & Lipman LLP ,"1300 Clay Street, Eleventh Floor","Oakland, CA 94612",Isabel Brown ,510-836-6336,Ibrown@goldfarblipman.com ,People's Self-Help Housing ,1060 Kendall Road ,"San Luis Obispo, CA, 93401",Veronica Garcia,805-651-3592,veronicag@pshhc.org ,Partner Energy ,"680 Knox St., Suite 150",Los Angeles ,Melissa Tso ,310-956-3714,mtso@ptrenergy.com ,TBD,,,,,,"Raney Planning & Management, Inc.",1501 Sports Drive,"Sacramento, CA 95894",Stefanie Williams ,916-372-6100,swilliams@laurinassociates.com ,N/A,,,,,,N/A,,,,,
CA-24-468,Novogradac and Company LLP,"2033 N. Main Street, suite 400","Walnut Creek, CA 94596",Sun-Ae Woo,925-949-4223,sun-ae.woo@novoco.com,TBD,,,,,,Partner Energy,680 Knox St.,"Los Angeles, CA 90502",Molly Coon,(310) 220-6274,mcoon@ptenergy.com,Boston Financial Investment Management ,101 Arch Street,"Boston, MA 02110",Laura Surdel,774-567-5693,laura.surdel@bfim.com ,TBD,,,,,,Colliers International Valuation & Advisory,3 Park Plaza,"Irvine, CA 92614",David Ibarra ,949-751-2709,david.ibarra@colliers.com,,,,,,
CA-24-469,"Keller & Associates, LLP","18645 Sherman Way, Suite 110","Reseda, CA 91335",David Keller,818-383-3079,kandallp@gmail.com,United Building Company,"17418 Chatsworth Street, Suite 101","Granada Hills, CA 91344",Richard Spunt,818-522-5452,Rspunt@RSCON.net,VCA Green,"1845 W. Orangewood Ave, Suite 220","Orange, CA 92868",Glen Folland,714-363-4700,Gfolland@VCA-Green.com,TBD,,,,,,"Market Insights Consulting, LLC","30021 Thomas Street, Suite 300","Rancho Santa Margarita, CA 92688",Buck Panchal,949-709-1938,Buck@MarketInsightsConsulting.onmicrosoft.com,Novogradac,"Energy Square, 4849 Greenville Avenue, First Floor, Building 2","Dallas, TX 75206",Rebecca S. Arthur,913-312-4615,Rebecca.Arthur@Novoco.com,N/A,,,,,
CA-24-470,Goldfarb Lipman,"1300 Clay Street, 11th Floor","Oakland, CA 94612",Elizabeth Klueck,(619)329 5129,eklueck@goldfarblipman.com,Icon National,15721 N Greenway Hayden Loop Ste 200,"Scottsdale, AZ 85260",Kyle Berger,480-698-4585,kberger@iconnational.com,So Cal HERS Raters,"555 Saturn Blvd, #B265","  San Diego, CA. 92154 ",Kevin Rasmussen: ,619-693-8510 ,kvnras@gmail.com,National Equity Fund Inc,"500 South Grand Avenue, Suite 2300","Los Angeles, California 90071",Todd Fabian, 213-479-4602,Tfabian@nefinc.org,Kinetic Valuation Group,"11606 Oak Street, Suite 6","Omaha, NE 68144",Jay Wortmann,4022020771,jay@kvgream.com,Kinetic Valuation Group,"11606 Oak Street, Suite 6","Omaha, NE 68144",Jay Wortmann,4022020771,jay@kvgream.com,"PACS, Inc",26481 Rancho Pkwy. S,"Lake Forest, CA 92630",Moe Alrawi,202-701-0074,moe@costreview.com
CA-24-471,Gubb & Barshay LLP,"235 Montgomery Street, Ste 1110","San Francisco, CA 94014",Evan Gross,415.781.6600,egross@gubbandbarshay.com,Devcon Construction Inc.,690 Gibraltar Drive,"Milipitas,CA ",Shawn M McGrady,408.964.5559,smcgrady@Devcon-const.com,Bright Green Strategies,820 Delware Street,"Berkeley, CA 94710",Steve Davis,831.454.9956,steve@brightgreenstrategies.com,TBD,,,,,,The Concord Group,140 Newport Center Drive Suite 210,"Newport Beach, CA 92660",Tim Cornwell,(949) 717-6450,tmc@theconcordgroup.com,Integra Realty Resources,"555 Meridan Avenue, Suite C","San Jose, CA 95216",Jeffrey Fillmore,408.299.0444,jfillmore@irr.com,,,,,,
CA-24-472,Novogradac,"211 E Ocean Blvd., 6th Floor","Long Beach, CA 90802",Bill Letsinger,(562) 256-2340,Bill.Letsinger@novoco.com,"NextPhase Construction, Inc.","1676 N California Blvd, Suite 250","Walnut Creek, CA 94596",Jamie Atterholt,925-412-4852,JAtterholt@nextphasecon.com,,,,,,,R4 Capital,"895 Dove Street, Suite 450 ","Newport Beach, CA 92660",Cory Bannister,(949) 438-1056  ,CBannister@r4cap.com,Novogradac,"6700 Antioch Road, Suite 450","Merriam, KS 66204",Rebecca Arthur,(913) 312-4615,Rebecca.Arthur@novoco.com,Novogradac,"6700 Antioch Road, Suite 450","Merriam, KS 66204",Rebecca Arthur,(913) 312-4615,Rebecca.Arthur@novoco.com,,,,,,
CA-24-473,Gubb and Barshay,505 14th St #450,"Oakland, CA, 94612",Evan Gross,4157816600,egross@gubbandbarshay.com,James E. Roberts-Obayashi Corp,20 Oak Court,"Danville, CA, 94526",Scott Smith,9252720928,scott@jerecorp.com,"Peralta Energy, LLC",4180 Emerald Street,"Oakland, CA 94609",Ben Peralta,5104590827,ben@peraltaenergy.com,Hudson Housing Capital,7545 Irvine Center Suite 200,"Irivine, CA 92618",Blake Davis,9493399585,blake.davis@hudsonhousing.com,Laurin Associates ,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,James G Palmer Appraisals Inc.,5850 E. Shields Avenue #105,"Fresno, CA, 93727",Gregg Palmer,5592265020,gregg@jgpinc.com,n/a,,,,,
CA-24-474,Gubb & Barshay LLP,"235 Montgomery Street, Suite 1110","San Francisco, CA 94104",Evan Gross,415-781-6600,egross@gubbandbarshay.com,"Devcon Construction, Inc.",690 Gibraltar Drive,"Milpitas, CA 95035",Gregory Babcock,707-975-2562,gbabcock@devcon-const.com,Partner Energy,"680 Knox St., Suite 150 ","Los Angeles, CA 90502 ",Kelsey (Shaw) Johnson,212-421-2773,knjohnson@ptrenergy.com  ,TBD,,,,,,"The Concord Group, LLC",180 Montgomery Suite 2350,"San Francisco, CA 94108",Tim M. Cornwell,415-342-3079,tmc@theconcordgroup.com,Bender Rosenthal Incorporated (BRI),"2825 Watt Avenue, Suite 200","Sacramento, CA 95821",Adam Bursch,(916) 978-4900,a.bursch@benderrosenthal.com,,,,,,
CA-24-475,"Novogradac & Company, LLP",211 E Ocean Blvd 6th Floor,"Long Beach, CA 90802",Bill Letsinger										,(562) 256-2340					,Bill.Letsinger@novoco.com										,R.D. Olson Construction,"400 Spectrum Center Drive Suite 1200
","Irvine, CA 92618",Marc Tran ,(949) 222-3746,mtran@rdolson.com,,,,,,,"Bank of America, N.A.","333 S.Hope St, 20th Floor","Los Angeles, CA 90071",Brandon Butcher,(213) 621-4850 ,brandon.butcher@bofa.com,"Novogradac & Company, LLP",211 E Ocean Blvd 6th Floor,"Long Beach, CA 90802",Sara Nachbar,(913) 312-4616,sara.nachbar@novoco.com,,,,,,,,,,,,
CA-24-476,Schwartz Giannini Lantsberger,3461 Brookside Rd #E,"Stockton, CA 95219",Phil Lantsberger,209-474-1084,phil@sglacpas.com,Sisler and Sisler,2930 Ramona Ave STE 600,"Sacramento, CA 95826",Trey Sisler,916-852-6488,tsisler@sislerandsisler.com,Partner Energy,"100 W. Walnut Street, STE 600","Pasadena, CA 91124",Tushar Dutta,310-765-7287,tdutta@ptenergy.com,TBD,,,,,,Raney Planning,1501 Sports Dr. Ste A,"Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,Colliers International,7485 N. Palm Ave #110,"Fresno, CA 93711","John Larson, MAI",559-221-7391,john.larson@colliers.com,N/A,,,,,
CA-24-477,"Schwartz,Gianini, Lantsberger",3461 Brookside Rd. #E,"Stockton, CA 95219",Phil Lantsberger,209-474-1084,phil@sglacpas.com,Sisler & Sisler Construction,"2930 Ramona Ave, STE 600","Sacramento, CA 95826",Trey Sisler,916-852-6488,trey@sislerandsisler.com,Partner Energy,"100 E. Walnut Street, STE 600","Pasadena, CA 91124",Tushar Dutta,310-765-7287,tdutta@ptrenergy.com,TBD,,,,,,Raney Planning,"1501 Sports Dr, STE A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,Colliers International,7485 N. Palm Ave #110,"Fresno, CA 93711","John Larson, MAI",559-221-7391,john.larson@colliers.com,N/A,,,,,
CA-24-478,Novogradac & Company LLP,211 E Ocean Blvd 6th Floor,"Long Beach, CA 90802",William A Letsinger,562-256-2337,bill.letsinger@novoco.com,Fortune-Ratliff General Contractors,352 W. Bedford Ave. #107,"Fresno, CA 93711",Allen Jones,559-432-1306,ajones@fortuneratliff.com,,,,,,,R4 Capital LLC,"895 Dove Street, Suite 450","Newport Beach, CA 92660",Cory Bannister,949-438-1055,cbannister@r4capp.com,Kinetic Valuation Group,11060 Oak Street Suite 6,"Omaha, NE 68144",Jay Wortmann,402-202-0771,jay@kvgteam.com,,,,,,,,,,,,
CA-24-479,Bocarsly Emden Cowan Esmail & Ardnt LLP										,"633 W. 5th Street, 64th Floor										","Los Angeles, CA 90071										",Nicole Deddens										,(213) 239-8029					,ndeddens@bocarsly.com,Sun Country Builders,3156 Lionshead Avenue Suite 2											,"Carlsbad, CA 92010",Saul Barrera							,(760) 630-8042			,sbarrera@suncountrybuilders.net,DuctTesters,336 West Main St.,"Ripon, CA 95366",Jeremiah Ellis,209-900-4528,jeremiah@qualitybuilt.com,TBD,,,,,,"Raney Planning & Management, Inc.","1501 Sports Drive, Suite A","Sacramento, CA 95834										",Stefanie Williams,(916) 372-6100					,swilliams@laurinassociates.com										,Bluewater Appraisal Services,7216 Manzanita St.,"Carlsbad, CA 92011",Shawn Horn,760-583-0832,shawn@bluewaterappraisals.com,,,,,,
CA-24-480,"Bowman & Company, LLP","10100 Trinity Parkway, Suite 310","Stockton, CA 95219",Tara Eastwood,(209) 473-1040,,NP Construction Company,"9 Cushing, Suite 200","Irvine, CA 92618",Roger Silva,(949) 923-7803,Rsilva@newportpartners.com,Redwood Energy,1090 12th Street,"Arcata, CA 95521",Michael Winkler,707 822 1857,mlwinkle@yahoo.com,Walker & Dunlop Affordable Equity,"21600 Oxnard St., Suite 1200","Woodland Hills, CA 91367",Aaron Krasnow,(303) 946-2604,akrasnow@walkerdunlop.com,Laurin Associates,1501 Sports Drive,"Sacramento, CA 95834",Stefanie Williams,(916) 372-6100,swilliams@laurinassociates.com,"Kinetic Valuation Group, Inc.","3901 147th Street, Suite 144","Omaha, Nebraska",Jay Wortmann,(402) 202 0771,Jay@kvgteam.com,,,,,,
CA-24-481,Novogradac & Company LLP,"1300 114th Avenue SE, Suite 240","Bellevue, WA 98004",Thomas Stagg,425-453-5783,thomas.stagg@novoco.com,IronCore Construction LLC,"4429, Morena Blvd, Suite A","San Diego, CA, 92117",Elliot Jones,619-378-7878,ejones@ironcorecc.com,Partner Energy,"680 Knox St., Suite 150","Torrance, CA 90502",Kelsey Shaw,310-356-2199,kshaw@ptrenergy.com,Hunt Capital Partners,"15910 Ventura Blvd, Suite 1100","Los Angeles, CA 91436",Dana Mayo,818.380.6130,dana.mayo@huntcompanies.com,Novogradac & Company LLP,6700 Antioch Rd #450,"Merriam, KS 66204",Rachel Denton,(913) 312-4612,Rachel.denton@novoco.com,Novogradac & Company LLP,6700 Antioch Rd #450,"Merriam, KS 66204",Rachel Denton ,(913) 312-4612,Rachel.denton@novoco.com,,,,,,
CA-24-482,Sabelhaus & Strain PC ,"1724 10th Street, Suite 110","Sacramento, CA 95811",Stephen Strain,(916) 444-0286,sstrain@sabelhauslaw.com,United Building Company,"250 North Harbor Drive, Suite 311","Redondo Beach, CA 90277",Richard Spunt,818 522 5452,rspunt@rscon.net,,,,,,,R4 Capital,"895 Dove St, Suite 495","Newport Beach, CA 92660",Cory Bannister,949.438.1056,cbannister@r4cap.com,Concord Group,"140 Newport Center Dr, Unit 210","Newport Beach, CA 92660",Michael Reynolds,949.717.6450,mdr@theconcordgroup.com,The Bronstein Company,"275 E. Hillcrest Drive., Ste 160-126","Thousand Oaks, CA",Steve Fox,310 365 8592,steve@tbcappraisal.com,,,,,,
CA-24-483,Novogradac & Co ,249 East Ocean Blvd. Suite 900,"Long Beach, CA 90802",Natalie Chavez,562-256-2329,natalie.chavez@novoco.com,TBD,,,,,,TBD,,,,,,"Boston Financial Investment Management, LP","8721 Sunset Boulevard, PH1","Los Angeles, CA 90069",Roy Faerber,310-860-4550,roy.faerber@bfim.com,Novogradac & Company LLP,"6700 Antioch Road, Suite 450","Merriam, KS 66204",Sara Nachbar,(913) 312-4616,sara.nachbar@novoco.com,N/A,,,,,,N/A,,,,,
